PM2.5,PM10,CO,NO2,SO2,O3,风速,压强,降水量,温度,湿度,时间
-2,9,0.32,-7,-6,26,0.3,1014.5,50.1,19,39,2019/5/4 1:55
-7,10,0.39,2,-7,16,0.3,1014,50.1,18,36,2019/5/4 3:55
-5,21,0.35,-28,-6,58,0.3,1014.3,50.1,20,41,2019/5/4 6:55
-3,15,0.2,-10,-7,54,1.2,1014.1,50.2,27,24,2019/5/4 9:55
-5,14,0.2,-9,-7,67,0.7,1011.9,50.4,30,17,2019/5/4 12:55
-11,14,0.4,-3,-1,6,0.4,1012,50.5,21,36,2019/5/4 23:55
-2,14,0.46,3,2,7,0.4,1011.4,50.5,20,42,2019/5/5 1:55
0,13,0.52,1,1,15,0.5,1011.6,50.5,19,45,2019/5/5 2:55
-4,20,0.58,-2,0,21,0.2,1011.3,50.5,18,49,2019/5/5 3:55
-9,21,0.67,4,-1,14,0.3,1012,50.5,18,52,2019/5/5 5:55
-6,22,0.55,-14,-1,20,0.3,1012.2,50.5,20,48,2019/5/5 6:55
5,13,0.57,8,5,44,0.6,1011.5,50.5,28,31,2019/5/5 9:55
8,27,0.52,9,5,51,0.4,1011.3,50.5,30,30,2019/5/5 10:55
11,27,0.4,15,8,35,1.2,1010.1,50.5,30,29,2019/5/5 12:55
9,25,0.64,16,8,27,0.4,1010,50.5,29,30,2019/5/5 13:55
10,30,0.9,24,12,-21,0.5,1010,50.5,28,32,2019/5/5 14:55
10,18,0.59,15,8,-15,0.7,1010.2,50.5,27,35,2019/5/5 15:55
11,11,0.33,18,2,-18,0.8,1010.4,50.5,26,37,2019/5/5 16:55
9,4,0.25,9,0,6,0.4,1010.6,50.5,25,32,2019/5/5 17:55
4,1,0.29,5,0,-5,2.5,1011.3,50.5,24,35,2019/5/5 18:55
2,8,0.2,3,-2,8,0.9,1012.1,50.5,23,38,2019/5/5 19:55
1,9,0.3,2,4,15,0.6,1013.9,50.5,21,43,2019/5/5 21:55
1,10,0.32,-20,7,30,0.3,1014.6,50.5,19,49,2019/5/5 23:55
-9,-19,0.35,-20,-4,34,0.4,1015.9,50.5,16,61,2019/5/6 2:55
-10,0,0.26,-16,-8,13,1.6,1018,50.6,15,72,2019/5/6 5:55
9,37,0.17,-13,-5,45,1.3,1018.2,50.8,21,26,2019/5/6 14:55
4,25,0.19,-5,-8,26,1.1,1017.7,50.8,19,30,2019/5/6 17:55
6,33,0.18,-2,-6,25,0.6,1017.9,50.9,18,32,2019/5/6 18:55
7,31,0.18,-2,-7,28,0.3,1018.5,50.9,17,33,2019/5/6 19:55
4,31,0.18,-12,-8,35,1.1,1018.9,50.9,16,37,2019/5/6 20:55
1,32,0.22,-11,-7,31,0.6,1019.2,50.9,15,41,2019/5/6 21:55
5,30,0.24,-12,-7,29,0.6,1019.3,50.9,14,47,2019/5/6 22:55
4,25,0.17,-12,-9,40,0.3,1019.1,50.9,14,50,2019/5/6 23:55
1,32,0.17,-8,-9,33,0.4,1018.8,50.9,13,52,2019/5/7 0:56
-3,37,0.19,0,-10,20,0.3,1018.3,50.9,13,51,2019/5/7 1:56
5,33,0.19,-11,-10,27,0.3,1017.6,50.9,13,56,2019/5/7 2:55
9,31,0.4,-12,-9,24,0.2,1017.8,50.9,12,55,2019/5/7 3:57
4,24,0.55,-4,-9,29,0.2,1018.3,50.9,12,56,2019/5/7 4:55
-3,27,0.62,-15,-9,31,0.2,1018.4,50.9,13,53,2019/5/7 5:55
-5,29,0.89,-13,-7,33,0.4,1018.8,50.9,14,50,2019/5/7 6:55
-2,29,0.47,-47,-10,65,1.1,1019,50.9,17,38,2019/5/7 7:55
14,37,0.38,-13,-9,70,1.4,1018.7,50.9,21,23,2019/5/7 8:55
4,57,0.38,-4,-8,64,0.4,1018.5,50.9,21,20,2019/5/7 9:55
2,47,0.17,-13,-11,73,1.1,1017.9,50.9,21,21,2019/5/7 10:55
2,40,0.19,-16,-13,72,0.7,1016.9,50.9,22,22,2019/5/7 11:55
0,40,0.19,-11,-12,66,1,1016.1,50.9,22,21,2019/5/7 12:55
-3,35,0.23,-14,-12,55,0.8,1015.6,51,23,20,2019/5/7 13:55
-4,34,0.25,-12,-10,43,0.9,1014.8,51,22,23,2019/5/7 14:55
5,45,0.36,-7,-9,51,1.1,1014.4,51,21,24,2019/5/7 15:55
14,33,0.36,-3,-9,48,0.6,1014.1,51,20,25,2019/5/7 16:55
11,26,0.39,3,-9,31,0.3,1013.9,51,20,27,2019/5/7 17:55
6,38,0.44,12,-8,14,0.5,1014,51,19,28,2019/5/7 18:55
0,22,0.52,27,-9,1,0.5,1014.2,51,19,32,2019/5/7 19:55
2,25,0.54,26,-9,-3,0.2,1014.4,51,18,35,2019/5/7 20:55
4,32,0.51,26,-11,-20,0.3,1014.6,51,18,38,2019/5/7 21:55
5,45,0.46,-26,-8,8,0.2,1014.7,51,17,40,2019/5/7 22:55
1,27,0.39,-73,-10,18,0.5,1014.4,51,17,41,2019/5/7 23:55
-4,32,0.35,-13,-7,36,0.7,1013.9,51,17,41,2019/5/8 0:56
-3,27,0.33,-18,-9,33,0.8,1013.5,51,17,43,2019/5/8 1:55
-2,27,0.36,-2,-9,10,0.9,1012.9,51,16,45,2019/5/8 2:56
-1,38,0.46,15,-8,-1,0.3,1012.8,51,16,48,2019/5/8 4:02
-2,28,0.53,7,-8,-3,0.7,1012.1,51,16,48,2019/5/8 4:55
2,77,0.62,-8,-9,-4,0.7,1012.8,51,16,47,2019/5/8 5:55
3,48,0.53,-28,-9,20,0.3,1013.2,51,16,46,2019/5/8 6:55
3,27,0.43,-40,-9,53,0.5,1012.6,51,17,42,2019/5/8 7:55
4,25,0.38,-24,-5,57,0.4,1012.2,51,19,37,2019/5/8 8:55
0,20,0.39,5,-8,51,1.1,1011.1,51,21,29,2019/5/8 9:55
-4,19,0.35,4,-9,49,0.7,1010.3,51,22,26,2019/5/8 10:55
-3,18,0.3,-10,-12,70,0.9,1009.5,51,23,27,2019/5/8 11:55
-4,13,0.32,-8,-12,72,0.6,1008.6,51.1,24,25,2019/5/8 12:55
1,18,0.32,-9,-13,69,0.7,1008.2,51.1,25,23,2019/5/8 13:55
0,7,0.33,-7,-12,60,1.6,1007.1,51.1,27,21,2019/5/8 14:55
3,15,0.31,1,-12,48,1.3,1006.4,51.1,27,18,2019/5/8 15:55
1,13,0.64,25,-7,29,1.5,1006.2,51.1,26,21,2019/5/8 16:55
9,21,1.14,44,6,8,0.2,1006.6,51.1,24,22,2019/5/8 17:55
11,46,1.05,65,3,-25,0.2,1007,51.1,21,30,2019/5/8 18:55
6,36,0.68,56,-8,-46,0.3,1007.5,51.1,21,32,2019/5/8 19:55
7,56,0.66,8,-11,-46,0.4,1008.3,51.1,20,38,2019/5/8 20:55
0,41,0.59,12,-10,-36,0.1,1008.7,51.1,19,44,2019/5/8 21:55
3,33,0.48,-48,-9,-11,0.2,1008.8,51.1,18,47,2019/5/8 22:55
6,35,0.42,-17,-10,-11,0.2,1008.8,51.1,19,47,2019/5/8 23:55
9,24,0.41,-11,-9,-24,0.3,1008.3,51.1,18,49,2019/5/9 0:55
6,25,0.54,-42,-9,-29,0.6,1008.1,51.1,17,51,2019/5/9 1:55
-1,24,0.58,-44,-9,-29,0.3,1008,51.1,16,56,2019/5/9 2:55
1,20,0.68,7,-9,-33,0.4,1008.2,51.1,16,59,2019/5/9 3:55
8,20,0.77,-35,-7,-15,0.2,1008.5,51.1,15,64,2019/5/9 4:55
5,40,1.33,-22,10,-12,0.4,1009,51.1,16,65,2019/5/9 5:55
5,52,0.86,-30,3,18,0.8,1008.9,51.1,18,60,2019/5/9 6:55
3,20,0.16,-87,-6,45,0.3,1009,51.1,23,46,2019/5/9 7:55
-1,18,0.31,-42,-7,55,0.3,1008.8,51.1,25,42,2019/5/9 8:55
5,25,0.43,-10,-6,96,0.9,1008.9,52.5,26,33,2019/5/9 9:55
3,11,0.68,-9,-6,96,1.6,1008.7,53.9,26,31,2019/5/9 10:55
0,16,0.69,-6,-5,111,1.1,1008,54.3,28,26,2019/5/9 11:55
1,19,0.71,-5,-6,105,0.3,1007.4,55,29,25,2019/5/9 12:55
2,9,0.6,-2,-5,103,0.3,1006.5,55,28,26,2019/5/9 13:55
5,14,0.48,2,-6,78,0.6,1005.8,55,29,26,2019/5/9 14:55
6,22,0.49,9,-9,19,0.8,1005.9,55,27,28,2019/5/9 15:56
4,29,0.68,6,-8,65,1.3,1006.2,55,26,31,2019/5/9 16:55
6,33,0.9,26,-10,19,0.4,1006.6,55,25,34,2019/5/9 17:55
13,36,0.65,16,-9,12,0.3,1007.3,55,24,36,2019/5/9 18:55
12,15,0.68,-2,-3,0,1.6,1007.7,55,23,41,2019/5/9 19:55
1,12,0.58,-19,-3,28,0.3,1008.2,55,22,45,2019/5/9 20:55
5,25,0.71,-11,-5,20,0.3,1008.4,55,21,46,2019/5/9 21:55
12,39,0.87,-20,-5,16,0.1,1008.5,55,21,48,2019/5/9 22:55
-4,14,0.92,-34,-6,5,0.5,1008.6,55,20,58,2019/5/9 23:55
-7,5,0.95,-36,-7,24,0.4,1008.7,55,20,62,2019/5/10 0:55
-16,-3,0.96,-33,-7,7,0.1,1008.3,55,19,66,2019/5/10 1:55
-18,-8,0.85,-16,-6,15,0.1,1008,55,19,68,2019/5/10 2:55
-15,1,1,-38,-8,4,1.4,1008,55,19,69,2019/5/10 3:55
-20,-13,0.96,-56,-6,16,0.1,1008.2,55,18,72,2019/5/10 4:55
-25,-7,0.95,-21,-5,31,0.2,1008.8,55,18,75,2019/5/10 5:55
-25,11,0.8,-40,-1,61,0.5,1009.4,55,20,69,2019/5/10 6:55
-9,25,0.63,-80,-1,77,1.1,1009.5,55,23,51,2019/5/10 7:55
-6,17,0.61,1,-4,79,0.7,1009.6,55,26,42,2019/5/10 8:55
0,19,0.47,-5,-4,68,0.3,1009.4,55,29,35,2019/5/10 9:55
15,21,0.37,-12,-8,62,1,1009.1,55,29,32,2019/5/10 10:56
8,20,0.48,-8,-6,106,0.6,1008.8,55,29,27,2019/5/10 11:55
4,29,0.38,-5,-8,86,1.6,1008.2,55,31,23,2019/5/10 12:55
2,10,0.35,-8,-9,64,1.1,1007.6,55,30,26,2019/5/10 14:03
0,20,0.59,0,-9,68,0.7,1007.2,55,32,24,2019/5/10 14:55
-1,18,0.55,3,-9,66,0.4,1007,55,31,25,2019/5/10 15:55
-4,8,0.57,7,-9,65,0.6,1006.9,55,32,25,2019/5/10 16:55
0,24,0.64,14,-8,46,0.3,1007.1,55,29,30,2019/5/10 17:55
8,33,0.82,27,-8,0,1.6,1007.2,55,27,37,2019/5/10 18:55
9,38,1.05,35,-8,-40,0.5,1007.7,55,25,42,2019/5/10 19:55
13,63,1.34,48,-4,-68,0.1,1008.4,55,24,46,2019/5/10 20:55
8,50,1.26,62,-2,-75,0.1,1009,55,23,50,2019/5/10 21:55
-2,25,0.72,39,-2,-55,0.2,1008.7,55,22,54,2019/5/10 22:55
5,28,1.01,33,-3,-63,0.4,1009.4,55,22,56,2019/5/10 23:55
1,18,0.96,8,-1,-40,0.1,1009.3,55,21,61,2019/5/11 0:56
-4,5,0.81,-3,-1,-22,0.3,1009.6,55,20,64,2019/5/11 1:55
-5,5,0.93,-44,-1,-19,0.1,1009.3,55,20,64,2019/5/11 2:55
-2,5,0.9,-10,1,-20,0.1,1009.3,55,19,69,2019/5/11 3:55
-11,27,0.99,-24,3,-18,0.4,1009.6,55,19,67,2019/5/11 4:55
-10,31,0.84,-26,4,17,1.2,1010.5,55,20,65,2019/5/11 5:55
-11,19,0.82,-88,6,56,0.5,1010.9,55,21,61,2019/5/11 6:55
-16,16,0.72,-40,6,66,0.8,1010.8,55,25,51,2019/5/11 7:55
-16,23,0.55,-6,2,59,0.4,1011,55,28,44,2019/5/11 8:55
-2,15,0.36,-6,-3,78,0.6,1010.8,55,29,41,2019/5/11 9:55
-4,7,0.28,-14,-7,81,0.4,1010.4,55,30,38,2019/5/11 10:55
0,2,0.28,-11,-7,84,0.8,1009.5,55,31,31,2019/5/11 11:55
-3,10,0.33,-7,-8,110,2,1008.9,55,33,25,2019/5/11 12:55
-3,15,0.29,-5,-8,94,0.8,1008.6,55,34,24,2019/5/11 13:55
0,9,0.29,-2,-8,70,1.3,1007.8,55,34,23,2019/5/11 14:55
6,19,0.34,2,-8,37,0.5,1007.4,55,35,23,2019/5/11 15:55
6,17,0.58,3,-6,61,0.8,1007.5,55,32,27,2019/5/11 16:56
7,47,0.76,14,-6,39,0.9,1007.3,55.1,30,29,2019/5/11 17:55
-2,33,0.79,32,-7,-42,0.6,1007.5,55.1,28,37,2019/5/11 18:55
13,45,1.01,50,-5,-55,0.2,1008.2,55.1,27,40,2019/5/11 19:55
13,56,0.78,-9,-4,31,0.1,1009,55.1,25,44,2019/5/11 20:55
8,35,0.58,-70,-4,24,0.3,1009.3,55.1,24,48,2019/5/11 21:55
-7,23,0.83,-32,-3,-30,0.7,1009.2,55.1,24,48,2019/5/11 22:55
-3,23,0.86,-63,-3,-1,0.2,1009.4,55.1,23,52,2019/5/11 23:55
-7,16,0.89,-55,-3,12,0.5,1008.8,55.1,23,56,2019/5/12 0:55
-9,-10,0.94,-34,-3,17,0.4,1008.6,55.1,22,61,2019/5/12 1:55
-4,1,0.96,-20,-4,-7,0.1,1008.9,55.1,21,62,2019/5/12 2:55
-6,-5,0.93,-35,-2,42,0.1,1009,55.1,21,65,2019/5/12 3:55
-12,-4,0.95,-22,-1,59,0.1,1009.2,55.1,20,66,2019/5/12 4:55
-19,4,0.97,11,-1,15,0.3,1009.6,55.1,21,66,2019/5/12 5:55
-13,32,0.82,-24,-1,38,0.6,1010.5,55.1,23,60,2019/5/12 6:55
2,41,0.57,-79,-2,67,0.3,1010.2,55.1,27,46,2019/5/12 7:55
5,28,0.41,-32,-4,103,0.3,1010,55.1,30,41,2019/5/12 8:55
7,26,0.31,-5,-6,106,0.4,1009.9,55.1,31,38,2019/5/12 9:55
4,14,0.33,-6,-5,82,0.7,1009.4,55.1,33,35,2019/5/12 10:55
-2,15,0.28,-8,-8,69,0.7,1008.7,55.1,33,35,2019/5/12 11:55
5,6,0.36,-8,-8,73,0.5,1007.8,55.1,33,34,2019/5/12 12:55
8,17,0.43,-8,-8,74,0.9,1007.7,55.1,33,33,2019/5/12 13:55
3,8,0.69,-6,-7,53,0.3,1007.5,55.1,33,33,2019/5/12 14:55
7,22,0.59,-2,-7,32,0.7,1007.3,55.1,32,36,2019/5/12 15:55
2,18,0.61,-3,-6,18,1,1007.2,55.1,30,43,2019/5/12 16:55
4,33,0.73,-5,-5,42,1.3,1007.5,55.1,29,46,2019/5/12 17:55
-1,20,0.69,-27,-5,55,0.3,1007.5,55.1,28,51,2019/5/12 18:55
-1,10,0.62,-34,-7,7,1.1,1008.1,55.1,27,54,2019/5/12 19:55
5,6,0.68,-5,-7,-10,2.1,1008.6,55.1,27,48,2019/5/12 20:55
8,14,0.67,6,-5,3,0.3,1009,55.1,26,45,2019/5/12 21:55
4,11,0.8,7,-4,6,0.3,1009.1,55.1,25,47,2019/5/12 22:56
5,11,0.85,-17,-6,-1,1,1009,55.1,25,52,2019/5/12 23:55
0,6,0.87,-41,-5,7,0.1,1008.6,55.1,24,55,2019/5/13 0:55
0,11,0.88,-39,-5,18,0.3,1008.1,55.1,24,58,2019/5/13 1:55
-6,2,0.91,10,-5,4,0.4,1008,55.1,24,59,2019/5/13 2:55
-1,27,0.92,-10,-4,8,0.6,1007.8,55.1,23,59,2019/5/13 3:55
1,14,0.84,-62,-4,8,0.3,1007.8,55.1,23,60,2019/5/13 4:55
-1,24,0.92,-26,-3,14,0.3,1007.7,55.1,23,60,2019/5/13 5:55
-11,18,0.88,-45,-4,28,0.6,1008.2,55.1,23,61,2019/5/13 6:55
-2,26,0.84,-33,-3,40,1.4,1008.2,55.1,25,55,2019/5/13 7:55
1,27,0.88,-29,-1,49,0.4,1008,55.1,27,51,2019/5/13 8:55
-3,16,0.61,4,-4,40,1.1,1007.7,55.1,29,48,2019/5/13 9:55
2,15,0.58,7,-5,24,0.5,1007.7,55.1,30,46,2019/5/13 10:55
5,-10,0.24,17,-6,-51,0.6,1006.1,55.2,28,53,2019/5/13 14:55
17,3,0.82,-40,-6,12,0.3,1006.4,60.5,21,85,2019/5/13 15:55
-31,-45,0.41,-71,-6,-4,0.3,1006.5,61.3,22,90,2019/5/13 16:55
-34,-53,0.17,-90,-6,-29,0.4,1007,61.3,23,85,2019/5/13 17:55
-17,-34,0.17,-80,-5,-8,0.9,1007.5,61.3,22,87,2019/5/13 18:55
-21,-30,0.35,-47,-5,-6,0.2,1008,61.4,22,87,2019/5/13 19:55
-21,-40,0.32,-45,-7,1,0.4,1008.1,61.4,22,86,2019/5/13 20:55
-28,-40,0.12,-62,-8,13,0.6,1008.4,61.4,22,86,2019/5/13 21:55
-24,-45,0.26,-60,-8,17,0.2,1008.7,61.4,21,86,2019/5/13 22:55
-28,-44,0.27,-27,-9,10,0.6,1008.4,61.4,20,88,2019/5/13 23:55
-26,-43,0.31,-26,-10,4,0.5,1008.5,61.4,21,87,2019/5/14 0:55
-30,-65,0.2,-25,-9,9,0.6,1007.9,61.4,20,91,2019/5/14 1:55
-16,-40,0.18,-27,-9,-3,0.6,1007.9,61.4,20,88,2019/5/14 2:55
-20,-39,0.23,-45,-8,7,0.2,1007.9,61.4,19,89,2019/5/14 3:55
-22,-42,0.24,-39,-9,13,0.2,1008,61.4,19,91,2019/5/14 4:55
-23,-42,0.23,-46,-9,32,0.6,1008.3,61.4,19,90,2019/5/14 5:55
-16,-31,0.28,-31,-7,27,0.5,1009.2,61.4,20,85,2019/5/14 6:55
-11,-9,0.2,-26,-8,50,0.4,1009.1,61.4,23,73,2019/5/14 7:55
-11,-15,0.1,-25,-9,79,0.5,1009.3,61.4,26,65,2019/5/14 8:55
-11,-19,-0.07,-16,-8,92,0.6,1008.9,61.4,27,59,2019/5/14 9:55
-4,-17,-0.1,-12,-9,65,1.2,1009.1,61.4,28,52,2019/5/14 10:55
6,-13,-0.15,-17,-10,47,0.7,1007.8,61.4,29,45,2019/5/14 11:55
5,-3,-0.18,-15,-10,75,1.9,1007.3,61.4,29,40,2019/5/14 12:55
2,5,0.25,-8,-9,102,0.8,1007.5,61.4,28,41,2019/5/14 13:55
-3,21,0.5,-1,-7,71,0.8,1007.3,61.4,28,40,2019/5/14 14:55
2,20,0.53,1,-6,30,0.4,1007,61.5,27,49,2019/5/14 15:55
0,18,-0.04,-4,-8,-18,0.4,1006.8,61.5,26,50,2019/5/14 16:55
6,8,0.13,-10,-9,-34,0.8,1007.3,61.5,25,56,2019/5/14 17:55
0,5,0.3,-33,-9,-26,1.1,1008.3,61.8,23,65,2019/5/14 18:55
-16,-14,0.24,-57,-8,-23,0.6,1008.5,62.7,22,76,2019/5/14 19:55
-19,-39,0.14,-41,-9,-41,0.6,1008.1,62.7,22,75,2019/5/14 20:55
-10,-15,0.06,-44,-9,-4,2.4,1008.1,62.7,22,74,2019/5/14 21:55
-12,-38,0.09,-29,-9,23,0.3,1007.4,62.8,21,77,2019/5/15 0:55
-13,-27,0,-27,-6,25,0.7,1007,62.8,21,76,2019/5/15 1:56
-9,-27,0.06,-23,78,13,0.6,1006.9,62.8,20,77,2019/5/15 2:55
-11,-28,0.18,-25,32,24,0.5,1006.8,63,20,83,2019/5/15 5:55
-11,-32,0.14,-28,24,30,0.6,1007.1,63,20,82,2019/5/15 6:55
-8,-28,0.15,-31,-5,35,0.5,1007.4,63,21,79,2019/5/15 7:55
-7,-19,0.13,-12,-9,35,0.7,1007.3,63,22,73,2019/5/15 8:55
-11,-18,0.14,-23,-10,37,1.1,1007.3,63,22,76,2019/5/15 9:55
-12,-22,0.18,-22,-10,44,1.5,1006.9,63.1,23,72,2019/5/15 10:55
-10,-20,0.16,-13,-12,13,2,1005.6,63.1,24,68,2019/5/15 13:55
-6,-21,0.17,-12,-13,10,0.6,1005.2,63.1,23,71,2019/5/15 14:55
-12,-22,0.15,-19,-12,19,0.8,1004.8,63.1,23,72,2019/5/15 15:55
-5,-13,0.15,-19,-12,-5,0.9,1004.8,63.1,22,77,2019/5/15 18:55
-9,-20,0.17,-30,-12,2,0.6,1005.1,63.3,21,82,2019/5/15 19:55
-15,-24,0.22,-47,-12,10,0.5,1006.1,63.3,21,83,2019/5/15 20:55
-11,-30,0.23,-24,-12,-6,0.5,1006,63.3,21,82,2019/5/15 21:55
-12,-39,0.18,-25,-14,13,0.3,1004.8,64,20,90,2019/5/16 1:55
-10,-34,0.17,-18,-13,6,0.3,1004.3,64,20,91,2019/5/16 2:55
-8,-20,0.33,2,-14,-10,0.2,1005.4,64,20,90,2019/5/16 5:55
-16,-35,0.26,-28,-15,9,0.5,1005.7,64,22,84,2019/5/16 7:55
-14,-26,0.19,-27,-15,7,0.6,1005.8,64,23,79,2019/5/16 8:55
-12,-27,0.08,-31,-16,30,0.6,1005.9,64,23,79,2019/5/16 10:55
-6,-15,-0.11,-15,-15,22,0.5,1005.5,64,25,73,2019/5/16 11:56
-13,-29,0,-21,-12,42,1,1005.4,64,24,75,2019/5/16 12:55
0,-21,0.01,-23,-12,39,0.7,1004.7,64,27,63,2019/5/16 13:55
4,-21,0.15,-9,-12,34,0.6,1003.7,64,27,64,2019/5/16 14:56
-7,-23,0.02,3,-12,-3,0.3,1003.4,64,26,68,2019/5/16 15:55
1,-7,-0.05,-14,-15,-12,0.3,1003.3,64,25,71,2019/5/16 16:55
5,-6,0.05,-34,-14,-17,0.7,1003.3,64,24,75,2019/5/16 17:55
-9,-15,-0.05,-49,-16,-6,0.6,1003.9,64,24,77,2019/5/16 18:55
0,-13,0.16,-25,-12,-6,0.3,1004.2,64,23,80,2019/5/16 19:55
-5,-11,0.13,-27,-13,-13,0.4,1004.8,64,23,82,2019/5/16 20:55
-10,-26,0.1,-30,-16,-7,0.3,1004.8,64,23,82,2019/5/16 21:55
-7,-23,-0.04,-30,-16,-3,0.4,1004.6,64,22,84,2019/5/16 22:55
-9,-31,0.1,-24,-14,-6,0.4,1004.3,64,22,85,2019/5/16 23:55
-10,-35,0.15,-22,-16,-18,0.3,1003.1,64,22,87,2019/5/17 1:55
-23,-35,0.26,-12,-15,-19,0.2,1002.9,64,21,91,2019/5/17 2:55
-20,-33,0.24,-13,-15,-21,0.2,1002.4,64,21,90,2019/5/17 3:55
-18,-32,0.37,-19,-14,-19,0.2,1002,64,21,91,2019/5/17 4:55
-10,-13,0.41,-26,-15,-11,0.2,1002.3,64,22,90,2019/5/17 5:55
0,-26,0.28,-36,-15,-10,0.7,1002.4,64,22,88,2019/5/17 6:55
10,-5,0.18,-34,-16,-4,0.3,1002.4,64,23,84,2019/5/17 7:55
18,-1,0.2,-33,-15,5,0.2,1002.9,64,24,83,2019/5/17 8:55
12,-3,0.05,-47,-15,24,0.3,1003.1,64,24,80,2019/5/17 9:55
18,-9,0.08,-15,-15,24,0.3,1002.7,64,26,74,2019/5/17 10:55
2,-29,0.94,-47,88,65,0.6,1001.9,64.4,25,78,2019/5/17 12:55
20,-7,0.58,7,1,21,0.4,1001.5,64.4,28,65,2019/5/17 13:56
19,10,-0.22,-1,-2,-13,0.5,1001.2,64.4,29,61,2019/5/17 14:55
3,-4,0.14,-11,-6,-17,0.3,1001.8,64.5,25,73,2019/5/17 18:55
-2,-27,0.16,-29,-9,-14,1.2,1001.4,64.5,24,78,2019/5/17 19:55
-4,-21,0.2,-42,-9,0,0.4,1002.3,64.5,23,81,2019/5/17 20:55
-6,-23,0.15,-31,-9,-23,0.3,1002.5,64.5,23,83,2019/5/17 21:56
-14,-35,0.13,-29,-8,-18,0.2,1002.8,64.5,23,85,2019/5/17 22:56
-6,-22,0.2,-28,-3,-14,0.7,1002.8,64.5,22,86,2019/5/17 23:55
-12,-32,0.02,-19,-3,33,0.4,1003.4,64.5,20,89,2019/5/18 2:55
-13,-35,-0.09,-22,-5,37,0.7,1003.9,64.5,20,85,2019/5/18 3:55
-13,-15,0.03,-16,-9,16,0.2,1005.4,64.5,18,90,2019/5/18 6:55
-3,2,0.05,-25,-9,12,1.2,1005.7,64.5,19,85,2019/5/18 7:55
-3,-9,0.06,-10,-9,27,0.4,1005.8,64.5,20,80,2019/5/18 8:55
-9,-4,-0.02,-27,-9,42,1.6,1006,64.5,22,72,2019/5/18 9:55
-10,-2,-0.03,-17,-10,38,0.8,1005.6,64.5,23,67,2019/5/18 10:55
-12,-4,-0.07,-19,-9,36,2.3,1005.4,64.5,23,66,2019/5/18 11:55
-6,-5,-0.06,-17,-10,32,0.3,1004.8,64.5,24,62,2019/5/18 12:55
-4,-5,-0.07,-15,-10,26,0.8,1004.7,64.5,23,65,2019/5/18 13:55
-6,-2,-0.08,-15,-10,27,0.5,1004.6,64.5,23,65,2019/5/18 14:55
-1,-1,-0.07,-14,-9,13,1.5,1004.5,64.5,23,67,2019/5/18 15:55
2,0,-0.03,-12,-10,2,1.3,1003.7,64.5,23,67,2019/5/18 16:55
-4,-10,0.09,-13,-8,0,1.6,1005,64.5,21,73,2019/5/18 18:55
0,4,0.09,-19,-10,11,0.5,1005.3,64.5,21,76,2019/5/18 20:55
-12,-16,0.1,-12,-9,12,0.3,1006,64.5,20,79,2019/5/18 22:55
-13,-18,0.01,-18,-8,9,0.5,1006,64.5,20,80,2019/5/18 23:55
-15,-25,0.06,-22,-10,13,1,1005.2,64.5,19,83,2019/5/19 0:55
-17,-34,0.08,-16,-10,17,0.4,1004.8,64.5,19,85,2019/5/19 1:55
-18,-38,0.12,-9,-11,8,0.5,1004.4,64.5,19,87,2019/5/19 3:55
-11,-36,0.04,-20,-8,30,0.6,1005,64.5,21,79,2019/5/19 6:55
-7,-23,0.13,-6,-9,31,0.1,1005.6,64.5,21,77,2019/5/19 7:55
-9,-14,0.73,-3,-10,35,0.8,1005.8,64.5,21,74,2019/5/19 8:55
10,9,0.79,-8,-9,40,0.4,1005.8,64.5,22,71,2019/5/19 9:55
7,2,0.56,-7,-7,33,0.6,1005.6,64.5,24,65,2019/5/19 10:55
-23,-40,-0.16,-14,-6,33,1.2,1005.9,64.5,24,64,2019/5/19 11:55
-2,-26,0.73,-9,1,9,0.3,1005.8,64.5,26,60,2019/5/19 12:56
0,2,0.41,-11,2,21,0.8,1005.3,64.5,27,56,2019/5/19 13:55
-13,-34,-0.31,-8,2,39,1,1004.9,64.5,27,55,2019/5/19 14:55
-9,-4,0.01,-4,2,33,0.7,1004.6,64.5,30,47,2019/5/19 15:55
-5,-3,-0.11,-2,3,4,0.6,1004.7,64.5,28,53,2019/5/19 16:55
-2,-5,0.12,1,1,-1,0.8,1005.4,64.5,27,55,2019/5/19 17:55
-3,-4,0.32,15,1,-41,0.4,1006.3,64.5,25,62,2019/5/19 18:55
-4,-3,0.28,-10,0,-19,0.2,1007.1,64.5,24,65,2019/5/19 19:55
-1,-3,0.15,-55,-4,5,0.5,1007.8,64.5,25,65,2019/5/19 20:55
-6,-8,-0.05,-31,-8,8,0.4,1008,64.5,24,65,2019/5/19 21:55
-7,-8,0.19,0,-6,-1,0.3,1008.1,64.8,24,71,2019/5/19 22:55
-9,-11,0.12,-34,-7,42,0.2,1008.1,64.9,23,74,2019/5/19 23:55
-3,-7,0.58,-35,-1,35,0.2,1008.3,64.9,23,71,2019/5/20 0:55
0,46,0.2,-12,1,36,0.3,1008.4,64.9,24,63,2019/5/20 1:55
4,58,0.04,-19,-3,46,0.3,1009.1,64.9,24,58,2019/5/20 2:55
16,96,0.03,-15,-3,37,0.9,1009.2,64.9,23,54,2019/5/20 3:55
25,103,0.12,-7,-3,33,1.4,1010,64.9,22,42,2019/5/20 4:55
23,119,0.24,4,-1,18,2.1,1010.9,64.9,22,37,2019/5/20 5:56
